Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_cancelled,avg_price_per_room,no_of_special_requests,booking_status,total_nights,total_guests,month_name,arrival_date_with_month,total_amount
INN32092,2,0,0,4,Meal Plan 1,0,Room_Type 1,123,2018,5,4,Online,0,0,0,72,0,Not_Cancelled,4,2,May,43224,288
INN32093,2,0,0,2,Meal Plan 1,0,Room_Type 1,40,2017,10,14,Online,0,0,0,73,1,Not_Cancelled,2,2,October,43022,146
INN32094,2,0,1,2,Meal Plan 1,0,Room_Type 4,10,2018,2,26,Online,0,0,0,106,0,Cancelled,3,2,February,43157,318
INN32095,2,0,0,2,Meal Plan 1,0,Room_Type 4,32,2018,10,28,Online,0,0,0,144,1,Cancelled,2,2,October,43401,288
INN32096,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,6,9,Online,0,0,0,111,1,Not_Cancelled,1,2,June,43260,111
INN32097,2,2,0,3,Meal Plan 1,0,Room_Type 6,101,2018,12,8,Online,0,0,0,166,1,Not_Cancelled,3,4,December,43442,498
INN32098,2,0,1,3,Not Selected,0,Room_Type 1,35,2018,12,1,Online,0,0,0,75,0,Cancelled,4,2,December,43435,300
INN32099,2,2,0,4,Meal Plan 1,0,Room_Type 6,26,2018,9,27,Online,0,0,0,226,0,Cancelled,4,4,September,43370,904
INN32100,2,0,0,3,Meal Plan 1,0,Room_Type 1,44,2018,2,17,Offline,0,0,0,75,0,Not_Cancelled,3,2,February,43148,225
INN32101,2,0,1,2,Meal Plan 1,0,Room_Type 4,168,2018,7,18,Online,0,0,0,113,1,Cancelled,3,2,July,43299,339
INN32102,2,0,0,3,Meal Plan 1,0,Room_Type 1,47,2018,10,4,Online,0,0,0,119,1,Not_Cancelled,3,2,October,43377,357
INN32103,2,0,0,2,Not Selected,0,Room_Type 1,40,2018,9,6,Online,0,0,0,87,1,Not_Cancelled,2,2,September,43349,174
INN32104,2,0,0,2,Meal Plan 2,0,Room_Type 1,346,2018,9,13,Offline,0,0,0,115,1,Cancelled,2,2,September,43356,230
INN32105,3,0,0,3,Meal Plan 1,0,Room_Type 4,47,2018,11,16,Online,0,0,0,126,0,Cancelled,3,3,November,43420,378
INN32106,2,0,2,1,Meal Plan 1,0,Room_Type 1,10,2018,9,11,Offline,0,0,0,95,0,Not_Cancelled,3,2,September,43354,285
INN32107,2,0,1,5,Meal Plan 1,0,Room_Type 4,123,2018,9,20,Online,0,0,0,143,1,Cancelled,6,2,September,43363,858
INN32108,1,0,2,1,Meal Plan 1,0,Room_Type 1,21,2018,12,24,Online,0,0,0,96,1,Not_Cancelled,3,1,December,43458,288
INN32109,2,0,1,2,Meal Plan 1,0,Room_Type 1,80,2018,3,25,Online,0,0,0,86,2,Not_Cancelled,3,2,March,43184,258
INN32110,2,0,0,2,Meal Plan 1,0,Room_Type 1,17,2017,9,17,Online,0,0,0,124,2,Not_Cancelled,2,2,September,42995,248
INN32111,2,0,2,3,Meal Plan 1,0,Room_Type 4,27,2018,6,19,Online,0,0,0,138,0,Cancelled,5,2,June,43270,690
INN32112,2,0,2,4,Meal Plan 1,0,Room_Type 1,104,2018,4,2,Online,0,0,0,82,2,Cancelled,6,2,April,43192,492
INN32113,2,0,2,1,Meal Plan 1,0,Room_Type 1,18,2018,4,10,Online,0,0,0,93,0,Not_Cancelled,3,2,April,43200,279
INN32114,2,0,0,4,Meal Plan 1,0,Room_Type 4,31,2018,2,3,Online,0,0,0,89,0,Not_Cancelled,4,2,February,43134,356
INN32115,2,0,1,2,Meal Plan 1,0,Room_Type 1,41,2017,10,16,Online,0,0,0,106,2,Not_Cancelled,3,2,October,43024,318
INN32116,2,0,1,2,Meal Plan 1,0,Room_Type 1,86,2018,7,1,Offline,0,0,0,86,0,Not_Cancelled,3,2,July,43282,258
INN32117,2,0,1,2,Meal Plan 1,0,Room_Type 1,45,2018,3,21,Offline,0,0,0,85,0,Not_Cancelled,3,2,March,43180,255
INN32118,2,0,2,3,Meal Plan 1,0,Room_Type 1,12,2018,1,7,Online,0,0,0,87,0,Not_Cancelled,5,2,January,43107,435
INN32119,2,0,1,2,Meal Plan 1,0,Room_Type 4,60,2018,3,18,Online,0,0,0,83,1,Not_Cancelled,3,2,March,43177,249
INN32120,2,2,2,4,Meal Plan 1,0,Room_Type 6,63,2018,4,10,Online,0,0,0,167,1,Cancelled,6,4,April,43200,1002
INN32121,2,0,1,2,Meal Plan 1,0,Room_Type 1,280,2018,9,19,Offline,0,0,0,110,0,Cancelled,3,2,September,43362,330
INN32122,2,0,2,1,Meal Plan 1,0,Room_Type 4,19,2018,2,7,Online,0,0,0,83,2,Not_Cancelled,3,2,February,43138,249
INN32123,1,0,0,1,Meal Plan 1,0,Room_Type 1,4,2018,2,19,Corporate,0,0,0,81,0,Not_Cancelled,1,1,February,43150,81
INN32124,2,0,2,5,Meal Plan 1,0,Room_Type 1,60,2018,3,6,Online,0,0,0,83,0,Cancelled,7,2,March,43165,581
INN32125,2,0,1,0,Meal Plan 1,0,Room_Type 1,1,2017,8,10,Online,0,0,0,96,0,Not_Cancelled,1,2,August,42957,96
INN32126,2,0,0,4,Meal Plan 1,0,Room_Type 1,23,2018,3,2,Offline,0,0,0,85,0,Not_Cancelled,4,2,March,43161,340
INN32127,2,2,0,3,Meal Plan 1,0,Room_Type 7,33,2018,3,22,Online,0,0,0,183,1,Not_Cancelled,3,4,March,43181,549
INN32128,1,0,0,1,Meal Plan 1,0,Room_Type 1,7,2018,9,20,Online,0,0,0,143,3,Not_Cancelled,1,1,September,43363,143
INN32129,1,0,0,3,Meal Plan 1,0,Room_Type 1,1,2018,1,5,Corporate,1,0,1,66,0,Not_Cancelled,3,1,January,43105,198
INN32130,1,0,0,4,Meal Plan 1,0,Room_Type 1,104,2018,6,7,Online,0,0,0,85,2,Not_Cancelled,4,1,June,43258,340
INN32131,2,0,2,3,Meal Plan 1,0,Room_Type 1,268,2018,10,9,Offline,0,0,0,81,0,Not_Cancelled,5,2,October,43382,405
INN32132,2,0,2,2,Meal Plan 1,0,Room_Type 1,82,2018,10,30,Online,0,0,0,90,2,Not_Cancelled,4,2,October,43403,360
INN32133,2,0,2,1,Meal Plan 1,0,Room_Type 1,143,2018,7,2,Offline,0,0,0,112,1,Not_Cancelled,3,2,July,43283,336
INN32134,2,0,1,2,Meal Plan 1,0,Room_Type 1,91,2018,9,30,Offline,0,0,0,80,0,Not_Cancelled,3,2,September,43373,240
INN32135,2,0,0,4,Meal Plan 2,0,Room_Type 4,78,2018,4,12,Online,0,0,0,136,1,Cancelled,4,2,April,43202,544
INN32136,2,0,0,3,Meal Plan 1,0,Room_Type 1,80,2018,3,3,Online,0,0,0,80,1,Not_Cancelled,3,2,March,43162,240
INN32137,2,0,0,3,Meal Plan 1,0,Room_Type 1,279,2018,10,12,Offline,0,0,0,110,0,Cancelled,3,2,October,43385,330
INN32138,2,0,1,3,Meal Plan 1,0,Room_Type 1,60,2018,4,11,Online,0,0,0,77,1,Not_Cancelled,4,2,April,43201,308
INN32139,1,0,2,1,Meal Plan 1,0,Room_Type 1,32,2018,4,17,Online,0,0,0,86,0,Cancelled,3,1,April,43207,258
INN32140,2,0,3,6,Meal Plan 1,0,Room_Type 1,78,2017,10,31,Online,0,0,0,89,1,Cancelled,9,2,October,43039,801
INN32141,2,0,0,2,Meal Plan 2,0,Room_Type 1,346,2018,9,13,Offline,0,0,0,115,1,Cancelled,2,2,September,43356,230
INN32142,2,0,1,3,Meal Plan 1,0,Room_Type 1,196,2018,5,12,Offline,0,0,0,81,1,Not_Cancelled,4,2,May,43232,324
INN32143,2,0,2,5,Meal Plan 1,0,Room_Type 4,108,2018,7,16,Online,0,0,0,121,0,Cancelled,7,2,July,43297,847
INN32144,2,0,0,2,Not Selected,0,Room_Type 1,41,2018,4,1,Online,0,0,0,107,0,Not_Cancelled,2,2,April,43191,214
INN32145,3,0,1,3,Meal Plan 1,0,Room_Type 4,42,2018,8,29,Online,0,0,0,144,0,Cancelled,4,3,August,43341,576
INN32146,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,3,16,Corporate,1,1,4,65,1,Not_Cancelled,1,1,March,43175,65
INN32147,2,0,0,3,Meal Plan 1,0,Room_Type 1,157,2018,12,8,Offline,0,0,0,68,0,Not_Cancelled,3,2,December,43442,204
INN32148,2,0,2,1,Meal Plan 1,0,Room_Type 1,22,2017,11,21,Online,0,0,0,88,1,Not_Cancelled,3,2,November,43060,264
INN32149,1,0,0,2,Meal Plan 1,0,Room_Type 1,2,2018,1,13,Online,1,11,4,78,0,Not_Cancelled,2,1,January,43113,156
INN32150,2,0,0,3,Meal Plan 1,0,Room_Type 1,128,2018,10,11,Online,0,0,0,119,1,Cancelled,3,2,October,43384,357
INN32151,2,0,0,3,Meal Plan 1,0,Room_Type 1,65,2017,10,22,Online,0,0,0,89,2,Not_Cancelled,3,2,October,43030,267
INN32152,2,0,0,1,Meal Plan 1,0,Room_Type 1,105,2018,4,6,Offline,0,0,0,75,0,Cancelled,1,2,April,43196,75
INN32153,1,0,1,2,Meal Plan 1,0,Room_Type 1,0,2018,3,14,Corporate,0,0,0,79,0,Not_Cancelled,3,1,March,43173,237
INN32154,2,0,1,2,Meal Plan 1,0,Room_Type 1,267,2018,9,30,Offline,0,0,0,95,0,Cancelled,3,2,September,43373,285
INN32155,2,0,2,1,Meal Plan 1,0,Room_Type 1,68,2018,10,30,Online,0,0,0,97,1,Not_Cancelled,3,2,October,43403,291
INN32156,2,0,0,4,Not Selected,0,Room_Type 1,25,2018,7,12,Offline,0,0,0,84,0,Not_Cancelled,4,2,July,43293,336
INN32157,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,12,30,Online,0,0,0,117,0,Not_Cancelled,1,2,December,43099,117
INN32158,1,0,0,1,Meal Plan 1,0,Room_Type 1,216,2018,11,22,Corporate,0,0,0,137,0,Cancelled,1,1,November,43426,137
INN32159,2,0,1,1,Meal Plan 1,0,Room_Type 1,159,2018,4,9,Offline,0,0,0,70,1,Not_Cancelled,2,2,April,43199,140
INN32160,2,0,1,5,Meal Plan 1,0,Room_Type 1,349,2018,10,4,Offline,0,0,0,90,0,Cancelled,6,2,October,43377,540
INN32161,2,0,2,2,Not Selected,0,Room_Type 1,10,2018,11,4,Online,0,0,0,95,1,Not_Cancelled,4,2,November,43408,380
INN32162,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,2018,1,27,Online,0,0,0,72,0,Not_Cancelled,2,1,January,43127,144
INN32163,2,0,1,2,Meal Plan 1,0,Room_Type 1,143,2018,6,3,Online,0,0,0,120,1,Not_Cancelled,3,2,June,43254,360
INN32164,2,1,0,1,Not Selected,0,Room_Type 1,30,2018,11,18,Online,0,0,0,88,1,Cancelled,1,3,November,43422,88
INN32165,2,0,0,1,Meal Plan 2,0,Room_Type 1,55,2018,4,6,Offline,0,0,0,104,0,Not_Cancelled,1,2,April,43196,104
INN32166,2,0,1,3,Meal Plan 1,0,Room_Type 1,65,2018,6,9,Offline,0,0,0,81,0,Not_Cancelled,4,2,June,43260,324
INN32167,2,0,0,2,Meal Plan 2,0,Room_Type 1,30,2017,9,30,Offline,0,0,0,121,0,Not_Cancelled,2,2,September,43008,242
INN32168,1,0,0,1,Not Selected,0,Room_Type 1,138,2018,11,12,Online,0,0,0,79,1,Cancelled,1,1,November,43416,79
INN32169,2,2,0,2,Meal Plan 1,0,Room_Type 6,12,2018,2,3,Online,0,0,0,171,0,Cancelled,2,4,February,43134,342
INN32170,2,0,1,5,Meal Plan 1,0,Room_Type 1,349,2018,10,4,Offline,0,0,0,90,0,Cancelled,6,2,October,43377,540
INN32171,2,0,1,2,Meal Plan 1,0,Room_Type 1,198,2018,9,9,Offline,0,0,0,90,0,Cancelled,3,2,September,43352,270
INN32172,1,0,0,1,Meal Plan 1,0,Room_Type 1,87,2017,9,11,Corporate,0,0,0,90,0,Cancelled,1,1,September,42989,90
INN32173,2,2,2,1,Meal Plan 2,0,Room_Type 6,44,2018,9,3,Online,0,0,0,233,0,Cancelled,3,4,September,43346,699
INN32174,3,0,0,1,Meal Plan 1,0,Room_Type 4,35,2018,6,21,Online,0,0,0,132,0,Cancelled,1,3,June,43272,132
INN32175,2,0,2,0,Meal Plan 2,0,Room_Type 1,275,2018,4,17,Offline,0,0,0,110,0,Cancelled,2,2,April,43207,220
INN32176,2,0,1,4,Meal Plan 1,0,Room_Type 1,143,2018,8,31,Online,0,0,0,101,1,Not_Cancelled,5,2,August,43343,505
INN32177,3,0,3,5,Meal Plan 2,0,Room_Type 1,185,2018,10,2,Offline,0,0,0,150,0,Cancelled,8,3,October,43375,1200
INN32178,2,1,1,3,Meal Plan 1,0,Room_Type 1,87,2018,10,10,Online,0,0,0,135,1,Cancelled,4,3,October,43383,540
INN32179,2,0,2,3,Meal Plan 1,0,Room_Type 4,105,2018,7,31,Online,0,0,0,140,0,Cancelled,5,2,July,43312,700
INN32180,3,0,2,3,Meal Plan 1,0,Room_Type 4,55,2018,5,12,Online,0,0,0,150,2,Not_Cancelled,5,3,May,43232,750
INN32181,2,0,2,4,Meal Plan 1,0,Room_Type 1,94,2017,8,1,Online,0,0,0,76,0,Not_Cancelled,6,2,August,42948,456
INN32182,1,0,1,3,Meal Plan 1,0,Room_Type 4,65,2018,5,9,Online,0,0,0,133,0,Cancelled,4,1,May,43229,532
INN32183,2,0,2,4,Meal Plan 1,0,Room_Type 1,160,2018,4,27,Offline,0,0,0,90,0,Cancelled,6,2,April,43217,540
INN32184,2,0,0,3,Meal Plan 1,0,Room_Type 1,68,2018,7,27,Online,0,0,0,105,1,Cancelled,3,2,July,43308,315
INN32185,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,2018,1,19,Online,0,0,0,79,0,Not_Cancelled,2,1,January,43119,158
INN32186,2,0,2,2,Not Selected,0,Room_Type 1,153,2018,10,16,Offline,0,0,0,72,1,Not_Cancelled,4,2,October,43389,288
INN32187,2,0,2,3,Meal Plan 1,0,Room_Type 4,81,2018,10,8,Online,0,0,0,132,0,Cancelled,5,2,October,43381,660
INN32188,2,0,6,13,Not Selected,0,Room_Type 1,130,2018,8,20,Online,0,0,0,102,0,Cancelled,19,2,August,43332,1938
INN32189,2,0,2,0,Meal Plan 1,0,Room_Type 1,45,2018,8,7,Online,0,0,0,136,1,Not_Cancelled,2,2,August,43319,272
INN32190,2,0,0,2,Meal Plan 1,0,Room_Type 1,18,2018,6,8,Online,0,0,0,121,0,Cancelled,2,2,June,43259,242
INN32191,1,0,0,3,Meal Plan 1,0,Room_Type 1,5,2018,6,14,Corporate,1,0,1,104,0,Not_Cancelled,3,1,June,43265,312
INN32192,1,0,0,2,Meal Plan 1,0,Room_Type 4,123,2018,5,6,Online,0,0,0,117,1,Not_Cancelled,2,1,May,43226,234
INN32193,2,0,2,2,Meal Plan 1,0,Room_Type 1,134,2017,12,4,Offline,0,0,0,65,0,Not_Cancelled,4,2,December,43073,260
INN32194,2,0,1,2,Meal Plan 1,0,Room_Type 1,57,2018,3,11,Online,0,0,0,78,0,Cancelled,3,2,March,43170,234
INN32195,2,0,0,1,Meal Plan 1,0,Room_Type 1,8,2018,6,4,Online,0,0,0,129,3,Not_Cancelled,1,2,June,43255,129
INN32196,1,0,1,1,Meal Plan 1,0,Room_Type 1,43,2018,4,2,Online,0,0,0,107,0,Cancelled,2,1,April,43192,214
INN32197,2,0,1,0,Not Selected,0,Room_Type 1,20,2018,9,11,Online,0,0,0,69,0,Cancelled,1,2,September,43354,69
INN32198,2,0,0,3,Meal Plan 1,0,Room_Type 1,120,2017,12,29,Online,0,0,0,72,2,Not_Cancelled,3,2,December,43098,216
INN32199,3,0,0,3,Meal Plan 1,0,Room_Type 4,43,2018,6,30,Online,0,0,0,150,0,Cancelled,3,3,June,43281,450
INN32200,2,0,0,1,Meal Plan 1,1,Room_Type 1,1,2018,1,6,Online,0,0,0,107,0,Not_Cancelled,1,2,January,43106,107
INN32201,1,0,1,5,Meal Plan 1,0,Room_Type 1,16,2018,11,7,Online,0,0,0,157,0,Cancelled,6,1,November,43411,942
INN32202,2,1,0,3,Meal Plan 1,0,Room_Type 1,94,2018,12,6,Online,0,0,0,110,0,Cancelled,3,3,December,43440,330
INN32203,2,0,2,2,Not Selected,0,Room_Type 1,67,2018,3,13,Online,0,0,0,49,1,Not_Cancelled,4,2,March,43172,196
INN32204,2,0,2,3,Meal Plan 1,0,Room_Type 1,212,2018,5,20,Offline,0,0,0,78,0,Not_Cancelled,5,2,May,43240,390
INN32205,2,0,2,1,Meal Plan 2,0,Room_Type 1,220,2018,9,17,Offline,0,0,0,156,1,Cancelled,3,2,September,43360,468
INN32206,1,0,1,5,Meal Plan 1,0,Room_Type 1,81,2018,9,5,Offline,0,0,0,85,0,Not_Cancelled,6,1,September,43348,510
INN32207,2,0,1,3,Meal Plan 1,0,Room_Type 1,75,2018,3,17,Offline,0,0,0,80,0,Cancelled,4,2,March,43176,320
INN32208,2,0,2,3,Meal Plan 1,0,Room_Type 1,177,2018,10,30,Offline,0,0,0,69,1,Not_Cancelled,5,2,October,43403,345
INN32209,2,0,1,5,Meal Plan 1,0,Room_Type 1,180,2018,5,23,Offline,0,0,0,81,0,Not_Cancelled,6,2,May,43243,486
INN32210,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Offline,0,0,0,110,0,Cancelled,3,1,November,43405,330
INN32211,2,0,0,3,Meal Plan 1,0,Room_Type 1,308,2018,11,23,Online,0,0,0,78,1,Cancelled,3,2,November,43427,234
INN32212,2,0,0,3,Meal Plan 1,0,Room_Type 1,52,2018,7,27,Online,0,0,0,136,0,Cancelled,3,2,July,43308,408
INN32213,2,0,0,3,Meal Plan 1,0,Room_Type 1,129,2018,6,2,Online,0,0,0,127,0,Cancelled,3,2,June,43253,381
INN32214,2,0,1,1,Not Selected,0,Room_Type 1,4,2018,8,1,Online,0,0,0,109,0,Cancelled,2,2,August,43313,218
INN32215,1,0,1,2,Meal Plan 1,0,Room_Type 1,219,2017,9,4,Offline,0,0,0,77,0,Not_Cancelled,3,1,September,42982,231
INN32216,2,0,0,3,Meal Plan 1,0,Room_Type 1,279,2018,10,12,Offline,0,0,0,110,0,Cancelled,3,2,October,43385,330
INN32217,2,1,0,2,Meal Plan 1,0,Room_Type 1,22,2018,9,15,Online,0,0,0,201,1,Cancelled,2,3,September,43358,402
INN32218,2,0,1,2,Meal Plan 2,0,Room_Type 1,418,2018,9,26,Offline,0,0,0,107,0,Cancelled,3,2,September,43369,321
INN32219,3,0,0,3,Meal Plan 1,0,Room_Type 4,40,2018,7,26,Online,0,0,0,168,0,Cancelled,3,3,July,43307,504
INN32220,2,0,1,2,Not Selected,0,Room_Type 1,107,2018,10,21,Online,0,0,0,108,1,Not_Cancelled,3,2,October,43394,324
INN32221,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,5,10,Online,0,0,0,83,0,Not_Cancelled,1,2,May,43230,83
INN32222,2,0,2,2,Not Selected,0,Room_Type 1,38,2018,2,6,Online,0,0,0,54,2,Not_Cancelled,4,2,February,43137,216
INN32223,1,0,1,0,Meal Plan 1,0,Room_Type 1,3,2018,12,19,Corporate,1,0,5,65,1,Not_Cancelled,1,1,December,43453,65
INN32224,2,0,1,3,Meal Plan 1,0,Room_Type 1,85,2018,11,24,Online,0,0,0,88,0,Cancelled,4,2,November,43428,352
INN32225,2,0,0,1,Not Selected,0,Room_Type 1,0,2017,12,31,Online,0,0,0,135,0,Not_Cancelled,1,2,December,43100,135
INN32226,2,0,0,1,Not Selected,1,Room_Type 1,12,2018,2,17,Online,0,0,0,90,0,Not_Cancelled,1,2,February,43148,90
INN32227,2,0,1,1,Meal Plan 1,0,Room_Type 1,6,2018,4,16,Online,0,0,0,116,0,Not_Cancelled,2,2,April,43206,232
INN32228,2,0,1,2,Meal Plan 1,0,Room_Type 1,132,2018,7,1,Offline,0,0,0,72,0,Not_Cancelled,3,2,July,43282,216
INN32229,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,2018,6,12,Offline,0,0,0,76,0,Not_Cancelled,1,1,June,43263,76
INN32230,2,0,1,1,Meal Plan 1,0,Room_Type 1,232,2018,7,2,Online,0,0,0,131,1,Cancelled,2,2,July,43283,262
INN32231,1,0,0,1,Meal Plan 1,0,Room_Type 1,99,2018,2,19,Corporate,0,0,0,80,0,Not_Cancelled,1,1,February,43150,80
INN32232,2,0,1,3,Meal Plan 1,0,Room_Type 1,23,2017,11,12,Online,0,0,0,91,1,Not_Cancelled,4,2,November,43051,364
INN32233,3,0,1,4,Meal Plan 1,1,Room_Type 6,232,2018,8,22,Online,0,0,0,168,2,Cancelled,5,3,August,43334,840
INN32234,2,0,2,4,Meal Plan 1,0,Room_Type 1,58,2018,5,12,Online,0,0,0,120,1,Not_Cancelled,6,2,May,43232,720
INN32235,2,0,1,0,Meal Plan 1,0,Room_Type 1,4,2018,1,25,Corporate,0,0,0,64,0,Not_Cancelled,1,2,January,43125,64
INN32236,2,0,2,0,Meal Plan 2,0,Room_Type 1,386,2018,10,23,Offline,0,0,0,115,1,Cancelled,2,2,October,43396,230
INN32237,3,0,1,0,Meal Plan 1,0,Room_Type 4,103,2018,10,9,Online,0,0,0,151,0,Cancelled,1,3,October,43382,151
INN32238,3,0,2,1,Meal Plan 1,0,Room_Type 1,111,2018,7,24,Offline,0,0,0,97,0,Cancelled,3,3,July,43305,291
INN32239,1,0,2,0,Meal Plan 1,0,Room_Type 1,0,2017,9,20,Corporate,0,0,0,65,0,Not_Cancelled,2,1,September,42998,130
INN32240,2,0,0,1,Meal Plan 1,0,Room_Type 4,28,2018,6,21,Online,0,0,0,126,1,Cancelled,1,2,June,43272,126
INN32241,1,0,2,1,Meal Plan 2,0,Room_Type 1,103,2017,7,18,Offline,0,0,0,72,0,Not_Cancelled,3,1,July,42934,216
INN32242,1,0,2,2,Meal Plan 1,0,Room_Type 1,157,2018,11,6,Online,0,0,0,118,2,Cancelled,4,1,November,43410,472
INN32243,2,0,2,3,Meal Plan 1,0,Room_Type 1,78,2018,3,31,Online,0,0,0,82,0,Not_Cancelled,5,2,March,43190,410
INN32244,1,0,1,1,Meal Plan 2,0,Room_Type 1,301,2018,7,30,Offline,0,0,0,90,0,Not_Cancelled,2,1,July,43311,180
INN32245,2,0,2,2,Meal Plan 1,0,Room_Type 1,18,2018,12,18,Online,0,0,0,68,0,Not_Cancelled,4,2,December,43452,272
INN32246,2,0,1,3,Meal Plan 1,0,Room_Type 4,29,2018,7,18,Online,0,0,0,145,1,Not_Cancelled,4,2,July,43299,580
INN32247,2,0,0,2,Meal Plan 1,0,Room_Type 1,92,2018,2,9,Online,0,0,0,70,1,Not_Cancelled,2,2,February,43140,140
INN32248,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,2017,12,31,Online,0,0,0,135,1,Not_Cancelled,1,2,December,43100,135
INN32249,1,0,1,2,Meal Plan 1,0,Room_Type 1,219,2017,9,4,Offline,0,0,0,77,0,Not_Cancelled,3,1,September,42982,231
INN32250,2,0,2,0,Meal Plan 1,0,Room_Type 1,146,2018,4,24,Online,0,0,0,107,1,Cancelled,2,2,April,43214,214
INN32251,2,2,2,3,Meal Plan 1,1,Room_Type 6,5,2017,8,16,Online,0,0,0,162,2,Not_Cancelled,5,4,August,42963,810
INN32252,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,2017,10,1,Online,0,0,0,126,0,Not_Cancelled,1,2,October,43009,126
INN32253,2,1,0,3,Meal Plan 1,0,Room_Type 4,36,2018,3,24,Online,0,0,0,159,1,Cancelled,3,3,March,43183,477
INN32254,2,0,0,1,Meal Plan 1,0,Room_Type 2,3,2017,9,12,Complementary,0,0,0,0,1,Not_Cancelled,1,2,September,42990,0
INN32255,1,0,0,1,Meal Plan 1,0,Room_Type 1,77,2018,11,23,Online,0,0,0,86,2,Not_Cancelled,1,1,November,43427,86
INN32256,2,0,1,2,Meal Plan 1,0,Room_Type 1,31,2018,9,16,Offline,0,0,0,75,0,Cancelled,3,2,September,43359,225
INN32257,2,0,2,2,Meal Plan 1,0,Room_Type 1,49,2018,7,17,Online,0,0,0,127,1,Not_Cancelled,4,2,July,43298,508
INN32258,2,0,1,5,Not Selected,0,Room_Type 1,18,2018,2,22,Online,0,0,0,63,1,Not_Cancelled,6,2,February,43153,378
INN32259,2,0,0,2,Meal Plan 2,0,Room_Type 1,273,2017,7,17,Offline,0,0,0,109,0,Cancelled,2,2,July,42933,218
INN32260,1,0,0,1,Meal Plan 1,0,Room_Type 1,12,2018,12,14,Online,0,0,0,94,0,Not_Cancelled,1,1,December,43448,94
INN32261,2,0,0,2,Meal Plan 1,0,Room_Type 1,22,2018,6,21,Online,0,0,0,109,1,Not_Cancelled,2,2,June,43272,218
INN32262,2,0,2,1,Meal Plan 1,0,Room_Type 4,172,2018,5,22,Online,0,0,0,115,0,Cancelled,3,2,May,43242,345
INN32263,1,0,0,1,Meal Plan 1,0,Room_Type 1,39,2018,12,27,Offline,0,0,0,65,0,Not_Cancelled,1,1,December,43461,65
INN32264,2,0,0,5,Meal Plan 2,0,Room_Type 1,230,2018,9,6,Offline,0,0,0,137,0,Cancelled,5,2,September,43349,685
INN32265,1,0,0,2,Meal Plan 2,0,Room_Type 1,256,2018,6,15,Offline,0,0,0,90,0,Not_Cancelled,2,1,June,43266,180
INN32266,2,0,0,3,Meal Plan 1,0,Room_Type 1,279,2018,10,12,Offline,0,0,0,110,0,Cancelled,3,2,October,43385,330
INN32267,1,0,2,0,Meal Plan 1,0,Room_Type 1,11,2018,1,24,Online,0,0,0,70,1,Not_Cancelled,2,1,January,43124,140
INN32268,2,0,0,2,Meal Plan 2,0,Room_Type 1,286,2018,9,16,Offline,0,0,0,117,0,Cancelled,2,2,September,43359,234
INN32269,1,0,0,1,Meal Plan 1,0,Room_Type 1,10,2018,2,19,Offline,0,0,0,72,0,Not_Cancelled,1,1,February,43150,72
INN32270,2,0,2,0,Not Selected,0,Room_Type 1,155,2018,8,28,Online,0,0,0,86,0,Cancelled,2,2,August,43340,172
INN32271,2,0,0,2,Not Selected,0,Room_Type 1,5,2018,6,22,Online,0,0,0,122,1,Not_Cancelled,2,2,June,43273,244
INN32272,2,0,0,2,Meal Plan 1,0,Room_Type 1,322,2018,12,9,Offline,0,0,0,52,0,Not_Cancelled,2,2,December,43443,104
INN32273,2,0,2,2,Meal Plan 1,0,Room_Type 1,55,2018,6,26,Online,0,0,0,109,1,Cancelled,4,2,June,43277,436
INN32274,2,0,2,5,Meal Plan 2,0,Room_Type 1,84,2018,5,19,Offline,0,0,0,106,0,Cancelled,7,2,May,43239,742
INN32275,2,0,0,4,Meal Plan 1,0,Room_Type 1,270,2018,4,20,Offline,0,0,0,63,0,Cancelled,4,2,April,43210,252
INN32276,2,0,2,3,Meal Plan 1,1,Room_Type 2,131,2018,6,26,Online,0,0,0,93,1,Not_Cancelled,5,2,June,43277,465
INN32277,2,0,1,3,Meal Plan 1,0,Room_Type 1,45,2018,11,24,Complementary,0,0,0,0,0,Not_Cancelled,4,2,November,43428,0
INN32278,2,0,2,0,Meal Plan 1,0,Room_Type 1,68,2018,12,4,Offline,0,0,0,75,0,Not_Cancelled,2,2,December,43438,150
INN32279,2,0,1,3,Meal Plan 1,0,Room_Type 1,322,2018,5,19,Offline,0,0,0,80,0,Cancelled,4,2,May,43239,320
INN32280,2,0,0,3,Meal Plan 1,0,Room_Type 4,120,2018,10,13,Online,0,0,0,132,2,Not_Cancelled,3,2,October,43386,396
